,Tweet,Label
520,"👏 The fourth highest attendance for an international  match in New Zealand - 34,985 - were at Eden Park celebrating 100 years of trans-Tasman football🥝🦘

🏟️ The Auckland venue will host the 2023 #FIFAWWC Opening Match 🏆

Register here for updates 👉 https://t.co/5d04fBh6Xr https://t.co/KwLljTDKYa",Sports
521,😍🥳,Sports
522,Two amazing young kids. 💜,Sports
523,"Climate change in South Africa has affected people's lives and caused the loss of many football pitches. FIFA has partnered with @HisenseSports, hoping to bring the joy of football to children while building a greener and environmentally friendly future.

This is Andile's story.",Sports
524,"🗣 “While the @FIFAWWC will break new ground and place women’s sport centre stage, these upgrades will lay the foundations for a legacy for many years to come.”

A NZD $19m investment announced today will see upgrades at 30 sporting facilities earmarked for the tournament. 🇳🇿👏",Sports
525,"The future is bright for Belgian football. 

A new chapter has begun with the official opening of the new @RoyalBelgianFA HQ, partly funded by FIFA and UEFA. 🏡⚽️🇧🇪",Sports
526,"""Our mum will be pleased with her boys.” 

If you don't know the special story of Iñaki &amp; Nico Williams @AthleticClub, this by @sidlowe is a brilliant read.

""One of those nights that make you love football: pure rock and roll.” 

https://t.co/L0jiuAuXK8",Sports
527,"🇨🇷 FIFA President Gianni Infantino will open the 4th Compliance Summit in Costa Rica
📚Good governance, transparency and accountability on top of the agenda
🎥Opening sessions will be live streamed
👉 https://t.co/EYck5qNOaS https://t.co/ErVZrTRaik",Sports
528,Mongolia have been able to test their brand new FIFA Forward-funded eco-friendly pitch during last week's @theafcdotcom #U20WC qualifiers ⚽️🇲🇳,Sports
529,"A couple of people have highlighted our tweet, quoting the stadium announcer in the video, overlooked the inaugural WUSA game in 2001. We found a match report. 

@brandichastain: ""We were a part of history today &amp; changed American culture for young girls.""
https://t.co/YgrZt14YbH",Sports
530,"FIFA President Gianni Infantino joined 40 executives and former players embarking on the 12 month Diploma in Club Management. Among them, @Tim_Cahill, @Fernandinho and @JuanMata8. 

""We have to ensure a more competitive football world out there.”",Sports
531,"𝐀 𝐬𝐞𝐥𝐥-𝐨𝐮𝐭 𝐜𝐫𝐨𝐰𝐝. 𝐎𝐯𝐞𝐫 3⃣2⃣0⃣0⃣0⃣ 𝐟𝐚𝐧𝐬 

𝐓𝐡𝐞 𝐥𝐚𝐫𝐠𝐞𝐬𝐭 𝐜𝐫𝐨𝐰𝐝 𝐭𝐨 𝐰𝐚𝐭𝐜𝐡 𝐚𝐧 𝐀𝐦𝐞𝐫𝐢𝐜𝐚𝐧 𝐰𝐨𝐦𝐞𝐧'𝐬 𝐩𝐫𝐨𝐟𝐞𝐬𝐬𝐢𝐨𝐧𝐚𝐥 𝐬𝐨𝐜𝐜𝐞𝐫 𝐦𝐚𝐭𝐜𝐡 𝐢𝐧 𝐇𝐈𝐒𝐓𝐎𝐑𝐘 👏🌊",Sports
532,"Previous Women's Bundesliga record crowd: 12,464. You can beat records. Or smash them. 🙌👏🇩🇪",Sports
533,"""Costa Rica has under five million people, yet they are going to the #FIFAWorldCup.""

FIFA recently held a Talent Development Scheme knowledge exchange  with 8 @Concacaf members.

@fedefutbolcrc @CanadaSoccerEN @jff_football @FMF @FenafuthOrg @fedefut_oficial @fepafut @fedofutbol",Sports
534,"""For every girl who had it rough and always been told tough; you're idols &amp; with all you do, you prove 'she is enough.'

With every pass, run, shot and every game you play; they're built upon foundations, that begin, right here, today.""

🗣️💙 @Yanndalf1 

https://t.co/uIgSXDUqxh",Sports
535,"@Tim_Cahill @NBA @GFoot_Senegal ""It's an honour and privilege to be able to help a little bit. To share our experiences, and hopefully serve someone for the better.""

🗣️ @Jorge__Mas https://t.co/gnJeNgdkv4",Sports
536,"@Tim_Cahill ""FIFA has had a great idea to bring in this platform and learn from experts around the world. From professional football, or the @NBA.""  

🗣️ Fatou Binetou, Deputy General Director @GFoot_Senegal ⚽️🇸🇳 https://t.co/cCQS574e16",Sports
537,"#FridayFeeling this week...no contest! 

@redders_20 x @Socceroos x @TheWiggles = 🕺😁

https://t.co/htK1jBcC9d",Sports
538,Not all heroes wear capes. Some wear shinpads given to them by a young fan outside the training ground. A classy goal celebration. 👏,Sports
539,"🗣 ""I'm here to listen, to understand the different situations that clubs have. To try and better myself as an executive. and to become a better individual when it comes to running a football club."" 

@Tim_Cahill is one of forty participants on FIFA's Diploma in Club Management. https://t.co/7XIp3ESoLe",Sports
540,"""Mr. Lim was a great man and a huge supporter of football in south-east Asia. His devotion @FASingapore was evident to me when I last visited him last year.  Mr. Lim’s wisdom and support will be greatly missed by all in the football community.”

FIFA President, Gianni Infantino.",Sports
541,Phenomenal achievement 👏,Sports
542,"📺 Catch up with the latest Living Football episode
🗣️ ""Match-fixing is one of the greatest threats to modern football""
🛑 Crime-fighting, coach mentorship and beach soccer",Sports
543,Get that wrong...it hurts! 🚲🤯,Sports
544,Brilliant 😍,Sports
545,"Tokuma Suzuki @crz_official bringing the #MondayMotivation, with a thumping volley 🇯🇵🎆

https://t.co/uayD5fCT4d",Sports
546,"Today is World Suicide Prevention Day.

Supported by @WHO, FIFA designed a campaign to raise awareness of the symptoms of mental health conditions, encourage people to seek help when they need it, and take actions every day for better mental health. 

If you need help, #ReachOut.",Sports
547,"FIFA President Gianni Infantino has hosted individual meetings with the President of the Syria Football Association, Salah Edeen Ramadan, President of the @OfficialFFSL, Jaswar Umar and President of @KuwaitFA, Abdullah AL Shaheen Al Rubaie, in Doha.
🇸🇾🇱🇰🇰🇼 https://t.co/uqVweJewHS",Sports
548,"14 member associations and @UEFA representatives have met at FIFA’s Paris office. 

The first of three FIFA workshops with European MAs informed General Secretaries and administrators of ongoing projects and invited feedback and input as to how those programmes can be optimised.",Sports
549,"#Puskas contender. Maybe 🤔

#FridayFeeling. Definitely 😍

The control and finish by @viviankonadu_ of @GokulamKeralaFC. 👏👏👏
 
https://t.co/iGM15lXUw4",Sports
550,"“Everyone who’s given me their support from near or far is a source of energy for my family and I. All I can say to them is that I’ll be doing everything I can to come back as quickly as possible and to play a decisive role for my club and my country.”

Best wishes @HallerSeb. 🤗",Sports
551,"➡️ In women's football, 684 international transfers of female professional footballers were completed, an increase of 14.4% compared to the same period in 2021 📈",Sports
552,"👉 The transfer market has seen a strong recovery this year.

🔝 The number of transactions in men's football has reached a new all-time high, with an increase of almost 30% in the total amount of transfers 📈",Sports
553,🤩,Sports
554,"📺 The latest Living Football episode is here!
📃 The first edition of the FIFA Diploma in Club Management was in May, with 3⃣2⃣ participants receiving their certificates from FIFA President Gianni Infantino
📚 Final preparations are almost complete ahead of the 2⃣nd instalment",Sports
555,"🏟️ @TheMatildas kicked off a showcase first game in the rebuilt Sydney Football Stadium 🇦🇺
🎇 A crowd of 2⃣6⃣,9⃣9⃣7⃣ watched as @CANWNT ran out 2-1 winners 🇨🇦
⚽️ The state-of-the-art complex will be the only completely new venue used at the #FIFAWWC 🏆

👉https://t.co/Pzy120v7jn https://t.co/1Fpv59wx3d",Sports
556,"You'll never score from there...oh...🤯

Takumu Kawamura of @sanfrecce_SFC with the #MondayMotivation &amp; another #Puskas contender. ✈️

https://t.co/Z0ttueHv6c",Sports
557,"With the @FIFAWWC qualifier between 🇦🇹 &amp; 🏴󠁧󠁢󠁥󠁮󠁧󠁿 sold out, the next best option! https://t.co/e9kZNqyjMA",Sports
558,😂,Sports
559,"🗣️ ""We've got Paddington's, we've got Yogis, we've got Ruxpins."" 🐻‍❄️🐻🧸

Fans threw teddy bears from their seats after Sergio Cordova scored for @realsaltlake. All will be donated to local charities for children battling cancer. 😍👏

 #FridayFeeling

https://t.co/dHA7pj8hQS",Sports
560,For any club still looking to sign some squad enhancing magic before the transfer window closes...⚾️ ⚽️ 🤹‍♂️,Sports
561,"🗣️ ""VAR has not brought the ""end of football”...it is now part of the fabric of our sport and it is hard to imagine football without it.""
📺 Pierluigi Collina reflects on the six-year anniversary of VAR
👉 https://t.co/Cebx7TZgtJ https://t.co/bjTtJAXjqT",Sports
562,"Could this be a #Puskas contender, ask @EastleighFC. 

We've seen a few long rangers. This is one of our favourites. Some hit by @DannyWhitehall1. Boof.🎯👏

https://t.co/vQioSr2DnJ",Sports
563,"𝑰'𝒗𝒆 𝒃𝒆𝒆𝒏 𝒌𝒊𝒄𝒌𝒆𝒅 𝒊𝒏 𝒕𝒉𝒆 🤕, 𝒍𝒆𝒈𝒔 𝒄𝒖𝒕 𝒕𝒐 𝒔𝒉𝒓𝒆𝒅𝒔. 𝑭𝒆𝒘 𝒍𝒂𝒅𝒔 𝒉𝒂𝒗𝒆 𝒈𝒐𝒕 🩸 𝒄𝒐𝒎𝒊𝒏𝒈 𝒐𝒖𝒕 𝒕𝒉𝒆𝒊𝒓 𝒎𝒐𝒖𝒕𝒉𝒔. 𝑺𝒐 𝒓𝒆𝒂𝒍𝒍𝒚 𝒆𝒏𝒕𝒆𝒓𝒕𝒂𝒊𝒏𝒊𝒏𝒈, 𝒂𝒏𝒅 𝒈𝒐𝒐𝒅 𝒇𝒖𝒏. 🤯

River Football. Chaos!

https://t.co/ypkxNYPObo",Sports
564,"We normally celebrate #MondayMotivation with a great goal or piece of skill. Today, is different. 

Charlie Wyke suffered a cardiac arrest in training last November. On 20 August he played again for @LaticsOfficial. An inspiring story.

https://t.co/iYORcoblXr",Sports
565,"The FIFA President has inaugurated a grass pitch to be used for women's football in Costa Rica @fedefutbolcrc 🇨🇷 

The work, financed with #FIFAForward funds, is part of the legacy of the #U20WWC ⚽️",Sports
566,"We were tagged in a post by @SC_ESPN 

𝐻𝑜𝑙𝑎... 𝑆𝑢 𝑛𝑜𝑚𝑏𝑟𝑒 𝑒𝑠 𝑃𝑎𝑏𝑙𝑜 𝑃𝑒́𝑟𝑒𝑧 𝑦 𝑗𝑢𝑒𝑔𝑎 𝑝𝑎𝑟𝑎 @Newells. ¿𝐻𝑎𝑦 𝑙𝑢𝑔𝑎𝑟 𝑝𝑎𝑟𝑎 𝑒𝑙 #𝑃𝑢𝑠𝑘𝑎𝑠?

What do our followers think. A contender? 🤔
✂️🔥🤯

https://t.co/F5l5Zjbgp3",Sports
567,"@SC_ESPN 😭

But we have seen it 😍 https://t.co/KqvSXkwcz0",Sports
568,"Another day, another festival in Nicaragua. 

Today, 171 girls took part in the latest event ran by @Fenifutnica. Together with the support of FIFA, the aim is to ensure more young girls have exactly the same opportunities to play football. 🇳🇮👧⚽️",Sports
569,"When you get your own hype video.

🔊🔛 🏴󠁧󠁢󠁷󠁬󠁳󠁿🐉 @Cymru 

Final #FIFAWWC qualifiers. Coming...🔜

https://t.co/Fg3394DiCK",Sports
570,"""Words can have a big impact on people. People need to realise that. We all have a responsibility to ensure the beautiful game is kept beautiful."" 🎯💚🤍🧡",Sports
571,"𝐈𝐧𝐦𝐚 '𝐃𝐞𝐚𝐝𝐥𝐲' 𝐆𝐚𝐛𝐚𝐫𝐫𝐨

The #U20WWC Final will be a replay of 2018

@SEFutbolFem 🇪🇸 vs. @jfa_nadeshiko 🇯🇵 

Follow @FIFAWWC for all the build-up. 📸📽️🇨🇷

https://t.co/buU0hM7kei",Sports
572,@GhanaianWomen 😍,Sports
573,"📸💙

#FridayFeeling",Sports
574,"The Nicaraguan football association @Fenifutnica is working together with FIFA on a campaign to encourage more girls and women to get involved in football. 

A new U13 league is also being supported by FIFA's Women’s Football Division. 🇳🇮👧⚽️📈",Sports
575,"Transfer videos ➕ @Besiktas  🟰 🎆

Great to see the club use their platform to promote a positive social cause. 🩸👏

https://t.co/JA0XZip4uV",Sports
576,"""The values that the sport teaches us, you carry them for life.""

@JUANPABLOANGEL was in Belize for the launch of FIFA's #FootballForSchools programme, which aims to reach thousands of boys &amp; girls, using football as a social development tool within the school curriculum. 🏫👦👧",Sports
577,"💪 Latest FIFA/Coca-Cola Men's World Ranking is out!

🇧🇷 Brazil stay top
📈 Big gains for Botswana and Mauritania
⚽️ No movement in the top 2⃣0⃣

👉https://t.co/49txYMRmos https://t.co/IG4Cbkob8F",Sports
578,"😮 LONG-RANGE GOLAZO 😮

Could Mateo Coronel's 77-yard goal be a contender for our #Puskas list? 🤔

https://t.co/IAGvMIaWAZ",Sports
579,"𝘾𝙧𝙚𝙚 𝙚𝙣 𝙚𝙡 𝙥𝙧𝙤𝙘𝙚𝙨𝙤 (𝘽𝙚𝙡𝙞𝙚𝙫𝙚 𝙞𝙣 𝙩𝙝𝙚 𝙥𝙧𝙤𝙘𝙚𝙨𝙨) is the motto of @FFBelize. 

Belize are the 4th @Concacaf nation &amp; 14th worldwide, to adopt the FIFA #FootballForSchools programme, with 48 educators from the country taking part in a workshop. 🇧🇿👦👩‍🦰⚽",Sports
580,"“This is a fantastic opportunity to share skills, knowledge &amp; experience. Those learnings are crucial to the development &amp; growth of the women’s game, and to empower a new generation of female coaches.”

FIFA's Coach Mentorship Programme 📽👀

@PiaSundhage | @SelecaoFeminina",Sports
581,"FIFA has launched the Football for Schools Programme in 🇿🇦 today. It aims to contribute to the education, development and empowerment of children by making the sport more accessible, incorporating ⚽️ activities into the education system, in partnership with relevant authorities.",Sports
582,@7NewsSydney What an inspirational character.,Sports
583,"They say Goalkeepers have the loneliest job in football. 

After conceding a late goal, Ezequiel Unsain @ClubDefensayJus was alone with his thoughts. Not for long. 🤗

https://t.co/9MgRf0yDaD",Sports
584,"When @Raul_Jimenez9 returned to football from a fractured skull in 2020, he had to wear a protective head cover. This pre-season, with a lighter cover, team-mates said he looked like a Pirate. 

Naturally, after scoring tonight... ☠️ 🐺 https://t.co/RnyHNckZBg",Sports
585,"🗣️ @descaptain: ""You have #FIFAWWC winners, you have Olympic winners, you get to pick their brains...""

📚 FIFA Coach Mentorship Programme met for 3-day workshop at the #U20WWC 

2⃣0⃣ females coaches mentored by some of the best in women's football 

@SAFA_net @Banyana_Banyana",Sports
586,"The FIFA Coach Mentorship Programme aims to develop and empower a new generation of female coaches who are individually mentored by a top coach from the women’s game over 18 months.

Later today we'll hear from mentors and mentees after a workshop in Costa Rica. 🇨🇷👩⚽️👨

#U20WWC",Sports
587,"The unpredictable, emotional chaos of football.

2-0 down away, @werderbremen pulled a goal back in the 88th minute. A consolation? Wrong.

@Kuestendude_ captured the equaliser...and kept filming. Limbs and Scenes...in 140 seconds!

#MondayMotivation

https://t.co/poxuidfCNz",Sports
588,"Nick Anderton of @Official_BRFC is suffering from a rare form of bone cancer. Supporters are raising money, with all contributors to be recognised on the official club website. Details below, or contact @BristolRoversSC if you can help. https://t.co/iNIENifvyH",Sports
589,"90+ 2 minutes winner
🚲👏 @eshlybakker",Sports
590,"""When people are working they are reassured that all will be well.""

@NickAmes82 on pre-season at a football club who now, more than ever, are the focal point for their community.
https://t.co/SjknHnaHC6",Sports
591,"🗣 ""These boys and girls want to dream. They want to be like the players they're watching on TV.""

At the launch of #FootballForSchools with @fedefutbolcrc 🇨🇷, @ShirleyCruzCR explained how football can teach kids values, as well as help them prepare to deal with life.” 💙🤍❤",Sports
592,"This week's #FridayFeeling is brought to you by Tombense's Everton Galdino 🇧🇷🏹🙌

Could this be #Puskas contender? 🤩

https://t.co/6Jipqo7blN",Sports
593,"🇨🇷 Costa Rica becomes the third @Concacaf nation to adopt the FIFA programme
⚽ 29 educators from all over the country took part
🙌 Two Costa Rican legends attended the official launch",Sports
594,"We think we know what you're saying...😄

#Puskas 🤔

https://t.co/c4fABYRfo4",Sports
595,"Thanks you @JUANPABLOANGEL for supporting Football for Schools. A FIFA programme which aims to contribute to the education, development and empowerment of children, by making the game accessible to both boys and girls.",Sports
596,"⚽️ Bhutan have taken a step towards securing the future of the local game with a ceremony to mark the commencement of new FIFA Forward-funded headquarters 🇧🇹

🗻 The Himalayan nation only took part in #WorldCup qualifiers for the first time in 2015 👊

👉 https://t.co/gQ7rILwFUS https://t.co/x0JUIhGu9D",Sports
597,🏆 @AucklandCity_FC 🇳🇿 have been crowned @OFCfootball Champions League kings for the tenth time after a 3-0 win over @FootballVenus 🇵🇫 #ClubWC 👏 https://t.co/vids85upfN,Sports
598,@ELEGBETE1SPORTS We could imagine those words and the image on a poster. Love it.,Sports
599,"The celebrations surrounding 100 days until the #FIFAWorldCup is the main focus of our special edition of Living Football.

We asked @AliAlhabsi what this World Cup means for football in the region and the legacy it will leave in the Middle East.",Sports
600,"🏟️ #FIFAWorldCup officials ramp up their preparations
🌍 Seminars held across three continents
📺 Referees preparing to use technology as a support",Sports
601,"⚽️ History made ‼️ 

👏 For the first time at a FIFA competition, female coaches outnumber their male counterparts, with nine of the teams involved at Costa Rica 2022 led by women #U20WWC 💪

👉 https://t.co/Yvn4UW2bP8 https://t.co/Ib1vuTZ3V2",Sports
602,"Lusail Stadium, venue for the #FIFAWorldCup final, has achieved a ⭐⭐⭐⭐⭐ rating under the Global Sustainability Assessment System, administered by @GORDMENA. 

The 🏟 has set a new precedent in environmental excellence, guided by the FIFA World Cup Sustainability Strategy.",Sports
603,"4⃣ Brad Potts @pnefc

Prepare for take off... ✈️🤯

https://t.co/yGmL32eg0D",Sports
604,"3⃣ Dana Foederer @oranjevrouwen 

🟠🏌️‍♀️

https://t.co/oE11ptUvfm",Sports
605,"2⃣ Julien Vercauteren of @KSCLokeren 

One touch, two touches... 🎆

https://t.co/uCnXS14Qm0",Sports
606,"It's Monday, so let's warm up with some scorchers.

How many of these could be contenders for our #Puskas list? 🤔📋

1⃣ Thomas Lockhart of @NewryCityAFC 

Pick that out!

https://t.co/VbHwzXVUVf",Sports
607,"🗣📺 ""I do not believe that."" 🧤⚽️🥅",Sports
608,@PascalZubi Enjoy!,Sports
609,"@Pele ""We all have dreams. But in order to make dreams come into reality, it takes an awful lot of determination, dedication, self-discipline, and effort."" 

There are millions of fans who are happy you made that promise!",Sports
610,"In 2014, the same player ranked #2 at the #U20WWC with this goal. After the game, she said: 

""𝗜 𝗱𝗼𝗻'𝘁 𝘀𝗰𝗼𝗿𝗲 𝘁𝗼𝗼 𝗼𝗳𝘁𝗲𝗻. 𝗜𝘁'𝘀 𝗷𝘂𝘀𝘁 𝘄𝗵𝗲𝗻 𝗜 𝗱𝗼, 𝘁𝗵𝗲𝘆'𝗿𝗲 𝘀𝗽𝗲𝗰𝘁𝗮𝗰𝘂𝗹𝗮𝗿."" 🎯

https://t.co/kFxyW8nJIe",Sports
611,"Cracking strike by @ClaireLavogez in the @NWSL 🤩

https://t.co/DVfS6Oj3jY",Sports
612,"@DebbiMcCulloch Brilliant pics Debbi. We're looking forward to sharing some interviews from the workshop over the next week.
https://t.co/HZPTDK9Sy6",Sports
613,"The FIFA U-17 Women’s World Cup India 2022 kicks off on 11  October. 

The Local Organising Committee invited and rewarded six special women, to be the very first ticket holders. 🇮🇳👩⚽🎟

A brilliant idea. Let us introduce you...

@IndianFootball",Sports
614,"A number of our followers from Brazil have contacted us, to share clips of a goal by a 12 year old, posted by @itatiaia &amp; @TNTSportsBR.

The crowd LOVE it!

Você poderia fazer isso com essa idade? 
😮🤯👏👏👏

One for the #Puskas contenders list? 🤔🎯

https://t.co/JPXsZdQ7N9",Sports
615,"❓🔎👤

🤔 Who is in today's shadows?

⚽️ Need a clue? She scored in the recent #WEURO2022 and also in #FIFAWWC qualifiers. https://t.co/os5wMLWjnR",Sports
616,"As the #FIFAU20WWC kick off in 🇨🇷 gets closer, we spoke to the Technical Experts who will observe every game.

@PascalZubi 🇨🇭
@mittag31  🇩🇪
Monica Vergara 🇲🇽

More ➡️📰👀 https://t.co/CGRcOGskOo https://t.co/PxiWU4u7d3",Sports
617,"When you love going to work...

🔊🔛💖

https://t.co/xelVUWZx2j",Sports
618,🤩 MAGNIFIQUE 🤩,Sports
619,@CanadaSoccerEN @MaaloufRosa @L1OWomens @NDC_Ontario 🍑 of a strike 👏,Sports
620,"In May this year @OfficialFUFA became the first African member association to host a Women's Football Club Licensing Seminar. 📰 👀 👇
https://t.co/kgVaqmiMGS",Sports
621,Great to see more good work being delivered for women's football in 🇺🇬.,Sports
622,"This week's #MondayMotivation is brought to you by Jérémy Livolant of @EAGuingamp. 

Could this be a #Puskas contender? 🤔😮

https://t.co/GIsktHdtKr",Sports
623,"With 105 days to the #FIFAWorldCup, great to see these familiar faces enjoying their football. 🤩⏳ https://t.co/aKQzFXAMsu",Sports
624,"Like your goals hit top corner? 
Step forward @fabianschaer 🚀🎆

https://t.co/OEObFw8k72",Sports
625,"@RougeMEF 🤓🤦
Time for another coffee!",Sports
626,"Cheeky @Chichoarango 🥅⚽️🔙

(Featuring right tag!)

There were a record 5⃣7⃣ goals scored in the @MLS yesterday. This was one of the tastiest. 😎

https://t.co/YFrQezw55U",Sports
627,"""𝙏𝙝𝙚𝙮 𝙨𝙖𝙮 𝙎𝙥𝙖𝙞𝙣 𝙞𝙨 𝙥𝙧𝙚𝙩𝙩𝙮 𝙩𝙝𝙤𝙪𝙜𝙝 𝙄'𝙫𝙚 𝙣𝙚𝙫𝙚𝙧 𝙗𝙚𝙚𝙣

𝘼𝙣𝙙 𝘿𝙖𝙣𝙞𝙚𝙡 𝙨𝙖𝙮𝙨 𝙞𝙩'𝙨 𝙩𝙝𝙚 𝙗𝙚𝙨𝙩 𝙥𝙡𝙖𝙘𝙚 𝙩𝙝𝙖𝙩 𝙝𝙚'𝙨 𝙚𝙫𝙚𝙧 𝙨𝙚𝙚𝙣.""

Step forward Daniel 'Rocket Man' Wass. 🚀👏

#FridayFeeling 

https://t.co/yaOX8FLEb6",Sports
628,"The opening game of the 10-team Azerbaijan Premier League 2022/23 season kicks off in 30 minutes. 

VAR will be operational for the first time, thanks to funding from FIFA, and training support of match officials, from @TFF_Org. 🇦🇿⚽️",Sports
629,"Football Development in 🇨🇻
#FIFAU20WWC in 🇨🇷
Technical Development course in 🇬🇧

The latest edition of Living Football is out now.

@GelsonFernandes | @fcfcomunica | @fedefutbolcrc

¡VAMOS JUNTAS!",Sports
630,"A 🆕️ record 🥳
1️⃣8️⃣5️⃣ countries ranked
📈 Full table: https://t.co/jKpwpq3CX1",Sports
631,"⚽️ The OFC Champions League is underway for the first time since 2019 #OCL2022 👏

⏲️ It is also the first @OFCfootball event hosted at OFC’s new Home of Football following the pandemic #ClubWC 🎉 https://t.co/XkPPy2Ktsr",Sports
632,"👤🔎❓

🤔 Can you identify the #FIFAWorldCup winner? https://t.co/lKBNrczWy3",Sports
633,@Lionesses @USWNT @wembleystadium 🔥🔥🔥,Sports
634,"📚European Technical Directors met for a 3-day workshop in Leeds to share best practices
✨The first FIFA/UEFA technical workshop since 2009
🗣️ “It’s great to align the organisations and combine our support for the Technical Director workforce""",Sports
635,"3⃣ -  Sean Selvaraj for @nsfc1923 in @MFL_MY 🏹

https://t.co/00iBER4fzS",Sports
636,"2⃣ - @nathanlowe_ of @khfcofficial 🚀
 
https://t.co/x3jHdTzB2P",Sports
637,"We begin our week, with some Monday Magic. 

Could any of these goals be a #Puskas contender?

""A wonderstrike. Put this goal in the Louvre."" 🖼️

1⃣- Francisco González Metilli of @cacc_sde. 

https://t.co/G0IurYaX1x",Sports
638,"The FIFA Forward Programme is built to provide tailor-made support for football development in our 211 member associations &amp; six confederations. 

In 🇸🇳, it helped fund the training of 300 men and women last week on a @Fsfofficielle Stewards course, to improve stadium safety.",Sports
639,Words from an icon ❤️ https://t.co/4Nlg0oWBe5,Sports
640,😍,Sports
641,"This goal excited @SouthamptonFC fans yesterday. 

Lung-bursting run from own half ✅
Slalom style to rival best ⛷️ stars

Take a bow @J_Aribo19 😮👏

https://t.co/zlSiwtvIAd",Sports
642,#WEURO2022 has captured everyone's attention 👑,Sports
643,"Thanks to @deportetotal_bo for sharing this goal by Franco Valdez. Silky!😮👏

A #Puskas contender? 🤔

https://t.co/cANy5cLKK3",Sports
644,"2022 will be remembered as a special year for @philfootball. It began with the WNT sealing maiden @FIFAWWC qualification. 

Foundations are now in place to secure the future of the nation’s ⚽, with a ground-breaking ceremony today for their new HQ, supported by FIFA.  🇵🇭🏠",Sports
645,@LAFC @chiellini The smile on the kid's face after the shirt was signed. Brilliant. 😍,Sports
646,"🗣 @GelsonFernandes: “When I see these children playing I can see myself in them. It’s up to us to give them every chance to play.”

A FIFA delegation including @fatma_samoura &amp; @kenny_jeanmarie were in 🇨🇻 to unveil new artificial pitches, a refurbished academy &amp; @fcfcomunica HQ.",Sports
647,".@samkerr1 loved it. @AbbyWambach tweeted that she'd dreamed of scoring a goal like it, but never did.

A back-heeled nutmeg in a major tournament semi-final. 

#Puskas List contender? 🤔
We've already decided! ✅

Take a bow (again) @alessiarusso7 👏 

https://t.co/rVHG6TO8uN",Sports
648,"👶 Alisa Osborn feared motherhood was the end of her football career ⚽️
🗣️""I was told once I had a baby that would be it"" ⛔️
🇼🇸 She is now preparing for the @OFCfootball #WNC2022 semi-final 💪
👉 https://t.co/0DB3T3SPPO https://t.co/JjBgUFQoNW",Sports
649,"👤❓🔎

🤔 Who is the #FIFAWorldCup winner hiding in today's shadows? 🏆 https://t.co/1TEVcWQ1jX",Sports
650,"May need a new 👕 too! 

#OccupationalHazardsOfATerraceFan",Sports
651,"It's been a great week for @descaptain. @CAFWomen Coach of the Year, then #WAFCON2022 champion with @Banyana_Banyana. 🇿🇦🏆

We're proud to have Desiree as a mentor for our Coach Mentorship Programme, one of eight FIFA women's development programmes.",Sports
652,"@mzwayi Our team were on the ground in Morocco, and got very close to the celebrations. We'd love you to follow them ahead of the 2023 @FIFAWWC.

We also marked the title victory within minutes of FT here &amp; are very proud to have Desiree as one our Coach mentors.
https://t.co/HZPTDK9kIy",Sports
653,"@Tutlez7 For fans heading to the World Cup later this year, there is some additional info they may find interesting too Bob. Including a pledge they can make.  https://t.co/2AjoY5AT8k",Sports
654,"Ben's transfer pledge made headlines for being unique. 

FIFA's Sustainability &amp; Climate strategies, detail our own commitment. 
🟩📰➡️ https://t.co/BFuzeeMepi",Sports
655,🔊😍,Sports
656,"“Football is for the fans. It can be the greatest game in the world but if there are no people to watch it, it becomes nothing.”

Tonight, Arsenal players past and present, as well as fans, are mourning the loss of a unique, much loved member of their family. Rest in Peace Maria.",Sports
657,"#FridayFeeling 🚲🇮🇸

Could this be on the next #Puskas list? 

https://t.co/kdnN745fqv",Sports
658,"🇺🇸 @ussoccer rolling out a new and ambitious technical plan 
🙌 FIFA Forward Programme vital to its implementation 
⚽ “We’ve built a new style of play from scratch”",Sports
659,"Former Germany striker Uwe Seeler has died aged 85.

FIFA President Gianni Infantino: “He is one of the greatest ever legends of German football. His performances and the records he set will never be forgotten.""",Sports
660,"📺 Living Football: 1 year to the #FIFAWWC 🆕
⏱️ Countdown is on! ✨
🏥 Ground-breaking medical improvements ahead of the #FIFAWorldCup 🏟️",Sports
661,"FIFA Secretary General @Fatma_Samoura was in Sydney/Gadigal to mark the milestone of 1 Year To Go until the FIFA Women's World Cup Australia &amp; New Zealand 2023™.

#BeyondGreatness | #FIFAWWC",Sports
662,"👤🔎❓

🤔 Who is hiding in today's shadows? https://t.co/QYvDxmMDPc",Sports
663,😮👏,Sports
664,"#MondayMotivation brought to you by @R_Rodelin of @ServetteFC 🇨🇭⚽

Will this 🏹 make the #Puskas list?

https://t.co/9qdRcBbt6e",Sports
665,Remembering @Azzurri and @Inter legend Giacinto Facchetti who would have turned 80 today. https://t.co/gCaydMOARg,Sports
666,"🚲⚽👏
Could this be a #Puskas contender?

https://t.co/90V91qjBsd",Sports
667,"Morocco is making great strides in developing the country’s young talent, pointing the way for others to follow. 

It was in this football-loving country that FIFA held a workshop devoted to the Talent Development Scheme (TDS).",Sports
668,"🇫🇯 this morning 🎶 
🇿🇦 tonight 🎶 

@FIFAWWC qualifiers. Get your 🔊🔛",Sports
669,Stunning 🎶😍,Sports
670,Flamengo &amp; Stranger Things trending...🤔💡👑,Sports
